name,price,new_name,First_Name,Last_Name,New_Price,above_100
Jared Juarez,247.5606457184945,Jared Juarez,Jared,Juarez,247.56,True
Brett Castro,217.3328584696009,Brett Castro,Brett,Castro,217.33,True
Jessica Murray,175.30221837335125,Jessica Murray,Jessica,Murray,175.3,True
Austin Coffey,16.259139624906208,Austin Coffey,Austin,Coffey,16.26,
Shelly Jacobs,3.856762052262908,Shelly Jacobs,Shelly,Jacobs,3.86,
Elizabeth Logan,298.7423280960961,Elizabeth Logan,Elizabeth,Logan,298.74,True
Cody Anderson,128.08149674209776,Cody Anderson,Cody,Anderson,128.08,True
Kayla Wood,256.0528759915511,Kayla Wood,Kayla,Wood,256.05,True
Paul Singh DDS,157.96361688869047,Paul Singh DDS,Paul,Singh,157.96,True
James Mays,245.2433071605521,James Mays,James,Mays,245.24,True
Thomas Moore,244.59149818432581,Thomas Moore,Thomas,Moore,244.59,True
Linda Pacheco,299.60400695104124,Linda Pacheco,Linda,Pacheco,299.6,True
Jenny Clark,66.323118079241,Jenny Clark,Jenny,Clark,66.32,
Patrick Guzman,223.49659809806417,Patrick Guzman,Patrick,Guzman,223.5,True
Mr. Scott Peters,229.48733097035625,Scott Peters,Scott,Peters,229.49,True
John Stevenson,23.099272291969648,John Stevenson,John,Stevenson,23.1,
Kristina Brooks,154.68058259535485,Kristina Brooks,Kristina,Brooks,154.68,True
Nancy Aguilar,63.38787526628624,Nancy Aguilar,Nancy,Aguilar,63.39,
Robert Brown,132.73295362216254,Robert Brown,Robert,Brown,132.73,True
Jessica Williams,255.95815772602117,Jessica Williams,Jessica,Williams,255.96,True
David Brown,290.59448058900983,David Brown,David,Brown,290.59,True
Dorothy Munoz,242.56453996893262,Dorothy Munoz,Dorothy,Munoz,242.56,True
Jason Lawson,76.09246622090241,Jason Lawson,Jason,Lawson,76.09,
James Hall,167.96983139949685,James Hall,James,Hall,167.97,True
Patricia Carpenter,46.081471226854134,Patricia Carpenter,Patricia,Carpenter,46.08,
Jeff Cardenas,64.36052626619745,Jeff Cardenas,Jeff,Cardenas,64.36,
Michelle Johnson,19.189450361745703,Michelle Johnson,Michelle,Johnson,19.19,
Frank Madden,17.34021423630535,Frank Madden,Frank,Madden,17.34,
George Tanner,291.42926528925824,George Tanner,George,Tanner,291.43,True
Dylan Johnson,40.653285809712465,Dylan Johnson,Dylan,Johnson,40.65,
Pamela King,282.4817646766954,Pamela King,Pamela,King,282.48,True
Jesse Frazier,95.66568524752321,Jesse Frazier,Jesse,Frazier,95.67,
Edward Russell,103.22359133510466,Edward Russell,Edward,Russell,103.22,True
Diana Mcdonald,183.09643604917144,Diana Mcdonald,Diana,Mcdonald,183.1,True
Randy Dawson,192.1441513938406,Randy Dawson,Randy,Dawson,192.14,True
Jasmine Williams,286.16923356548403,Jasmine Williams,Jasmine,Williams,286.17,True
Robert Smith,124.21900702404787,Robert Smith,Robert,Smith,124.22,True
Sara Young,183.9944858377276,Sara Young,Sara,Young,183.99,True
Samantha Gonzalez,205.5899257425711,Samantha Gonzalez,Samantha,Gonzalez,205.59,True
Christina Torres,286.2681618777825,Christina Torres,Christina,Torres,286.27,True
Maria Bailey,141.90762943777943,Maria Bailey,Maria,Bailey,141.91,True
Charles Bartlett,94.22658656561113,Charles Bartlett,Charles,Bartlett,94.23,
Natalie Parker,238.0161588972616,Natalie Parker,Natalie,Parker,238.02,True
Paula Hernandez DDS,48.883816775393846,Paula Hernandez DDS,Paula,Hernandez,48.88,
Jessica Jenkins,14.947778964788506,Jessica Jenkins,Jessica,Jenkins,14.95,
Drew Henson,223.07613087091502,Drew Henson,Drew,Henson,223.08,True
Michael Davis,17.980908989224538,Michael Davis,Michael,Davis,17.98,
Ian Ramos,23.684656479342635,Ian Ramos,Ian,Ramos,23.68,
Anna Wright,235.5824596008408,Anna Wright,Anna,Wright,235.58,True
Ashley Anderson,74.40865878276213,Ashley Anderson,Ashley,Anderson,74.41,
Jennifer Wright,298.1278772531823,Jennifer Wright,Jennifer,Wright,298.13,True
Nicole Lopez,67.72888615683607,Nicole Lopez,Nicole,Lopez,67.73,
Tara Ellis,21.927614346193682,Tara Ellis,Tara,Ellis,21.93,
Hannah Elliott,42.350030610505904,Hannah Elliott,Hannah,Elliott,42.35,
Gavin Rodriguez,116.36642424082113,Gavin Rodriguez,Gavin,Rodriguez,116.37,True
Johnny Jackson,291.59689013886367,Johnny Jackson,Johnny,Jackson,291.6,True
Martin Garrett,147.06705563281525,Martin Garrett,Martin,Garrett,147.07,True
Terri Hayes,167.3609672632571,Terri Hayes,Terri,Hayes,167.36,True
Adam Huang,260.84093566443414,Adam Huang,Adam,Huang,260.84,True
Carolyn Garner,104.41065354970587,Carolyn Garner,Carolyn,Garner,104.41,True
Lisa Lee,130.22025105836542,Lisa Lee,Lisa,Lee,130.22,True
Rodney Escobar,8.711600244270834,Rodney Escobar,Rodney,Escobar,8.71,
Michael Johnson,144.54500628387981,Michael Johnson,Michael,Johnson,144.55,True
Michelle Carter DVM,55.948228582619045,Michelle Carter DVM,Michelle,Carter,55.95,
John Dunn,81.54369829884075,John Dunn,John,Dunn,81.54,
Terry Pierce,297.8661824269755,Terry Pierce,Terry,Pierce,297.87,True
David Buck,258.79109040656874,David Buck,David,Buck,258.79,True
Jennifer Newman,149.3096362559838,Jennifer Newman,Jennifer,Newman,149.31,True
Cynthia Lee,246.59341963671147,Cynthia Lee,Cynthia,Lee,246.59,True
Sylvia Clark,299.52523513204085,Sylvia Clark,Sylvia,Clark,299.53,True
Joseph Taylor,86.08285036113182,Joseph Taylor,Joseph,Taylor,86.08,
Kathleen Barton,37.421808702905686,Kathleen Barton,Kathleen,Barton,37.42,
Michael Harris Jr.,52.863409788803615,Michael Harris Jr.,Michael,Harris,52.86,
Eric Benson,172.1967218140958,Eric Benson,Eric,Benson,172.2,True
Curtis Butler,44.51322087159383,Curtis Butler,Curtis,Butler,44.51,
Brittany Le,51.04878874984286,Brittany Le,Brittany,Le,51.05,
Jeremiah Sims,101.16179403008928,Jeremiah Sims,Jeremiah,Sims,101.16,True
David Davis,290.4227547320138,David Davis,David,Davis,290.42,True
Tiffany Bond,181.48954787847828,Tiffany Bond,Tiffany,Bond,181.49,True
Patricia Chen,61.60059464895199,Patricia Chen,Patricia,Chen,61.6,
William Crawford,181.76037492528042,William Crawford,William,Crawford,181.76,True
Christina Roberts,29.28680091733447,Christina Roberts,Christina,Roberts,29.29,
Jerome Scott,232.14413357176463,Jerome Scott,Jerome,Scott,232.14,True
Jeffery Walker,272.08402755869633,Jeffery Walker,Jeffery,Walker,272.08,True
Todd Alvarez,212.17336316636133,Todd Alvarez,Todd,Alvarez,212.17,True
John Henry,223.9911857613067,John Henry,John,Henry,223.99,True
James Miles,156.36757784621398,James Miles,James,Miles,156.37,True
Michael Downs,31.19720611005966,Michael Downs,Michael,Downs,31.2,
Kayla Wheeler,6.095911004942511,Kayla Wheeler,Kayla,Wheeler,6.1,
Charles Martin,161.27522870857268,Charles Martin,Charles,Martin,161.28,True
Harold Bennett,135.0423550134277,Harold Bennett,Harold,Bennett,135.04,True
Michael Swanson,200.39235279374984,Michael Swanson,Michael,Swanson,200.39,True
Janet Mcdonald,79.80353706580819,Janet Mcdonald,Janet,Mcdonald,79.8,
Brett Willis,244.40641148419883,Brett Willis,Brett,Willis,244.41,True
Jacob Smith,27.923228816289026,Jacob Smith,Jacob,Smith,27.92,
Alexa Webb,167.56885852232438,Alexa Webb,Alexa,Webb,167.57,True
Louis Klein,40.12200003556118,Louis Klein,Louis,Klein,40.12,
Tony Yu,15.742386454841974,Tony Yu,Tony,Yu,15.74,
Lisa Goodman,121.07840957778886,Lisa Goodman,Lisa,Goodman,121.08,True
Kimberly Hernandez,36.97352301810157,Kimberly Hernandez,Kimberly,Hernandez,36.97,
Phillip Friedman,145.84183084692725,Phillip Friedman,Phillip,Friedman,145.84,True
Brian Lam,2.9003944865113707,Brian Lam,Brian,Lam,2.9,
Kristin Wilkins,251.85102866093413,Kristin Wilkins,Kristin,Wilkins,251.85,True
Joshua Lynch,188.8781109748352,Joshua Lynch,Joshua,Lynch,188.88,True
Blake Mclaughlin,276.65121566766607,Blake Mclaughlin,Blake,Mclaughlin,276.65,True
Billy Olsen,10.004807042544053,Billy Olsen,Billy,Olsen,10.0,
Shawn Brock,179.61580863261688,Shawn Brock,Shawn,Brock,179.62,True
Danielle Jones,222.69520757018762,Danielle Jones,Danielle,Jones,222.7,True
Jim Gomez,60.129197330618936,Jim Gomez,Jim,Gomez,60.13,
Sabrina Henderson,178.745385306665,Sabrina Henderson,Sabrina,Henderson,178.75,True
David Pennington,245.31840116263646,David Pennington,David,Pennington,245.32,True
Deborah Williams,137.01597097392576,Deborah Williams,Deborah,Williams,137.02,True
Stephanie Bowman,227.0047204438775,Stephanie Bowman,Stephanie,Bowman,227.0,True
Joseph Frazier,176.45330226779308,Joseph Frazier,Joseph,Frazier,176.45,True
Ryan Mclaughlin,249.86437596048543,Ryan Mclaughlin,Ryan,Mclaughlin,249.86,True
Tony Hall,135.8550959490399,Tony Hall,Tony,Hall,135.86,True
Timothy Martin,289.26536373047884,Timothy Martin,Timothy,Martin,289.27,True
John Obrien,261.8481216298636,John Obrien,John,Obrien,261.85,True
Barbara Johnson,53.805895080716546,Barbara Johnson,Barbara,Johnson,53.81,
Brandon Marshall,139.8477827356658,Brandon Marshall,Brandon,Marshall,139.85,True
Carrie Miller,11.555508726873619,Carrie Miller,Carrie,Miller,11.56,
Samantha Dean,261.6193407458776,Samantha Dean,Samantha,Dean,261.62,True
Jamie Wilson,87.74932377728214,Jamie Wilson,Jamie,Wilson,87.75,
Carlos Acosta,236.6035296169167,Carlos Acosta,Carlos,Acosta,236.6,True
Amy Bennett,228.74945775366402,Amy Bennett,Amy,Bennett,228.75,True
Dominique Wells,116.64359542890196,Dominique Wells,Dominique,Wells,116.64,True
Sarah Bright,237.5160782816234,Sarah Bright,Sarah,Bright,237.52,True
Michael Barton,111.588339159014,Michael Barton,Michael,Barton,111.59,True
Rebecca Anderson,172.30626419058922,Rebecca Anderson,Rebecca,Anderson,172.31,True
Megan Riggs,31.41542457812729,Megan Riggs,Megan,Riggs,31.42,
Whitney Andrews,44.11769930461343,Whitney Andrews,Whitney,Andrews,44.12,
Catherine Jones,127.01351222588646,Catherine Jones,Catherine,Jones,127.01,True
William Andrews,236.21807628453686,William Andrews,William,Andrews,236.22,True
Kathleen Edwards,158.32395378421924,Kathleen Edwards,Kathleen,Edwards,158.32,True
Roger Frost,220.4688874473468,Roger Frost,Roger,Frost,220.47,True
Justin Johnson,255.8491608244896,Justin Johnson,Justin,Johnson,255.85,True
Valerie Young,265.1702577469093,Valerie Young,Valerie,Young,265.17,True
Samantha Perez,239.9469797167457,Samantha Perez,Samantha,Perez,239.95,True
Devin Allen,72.15833790608175,Devin Allen,Devin,Allen,72.16,
Stephanie Little,238.923872831042,Stephanie Little,Stephanie,Little,238.92,True
Melanie Miller,27.507047501375407,Melanie Miller,Melanie,Miller,27.51,
Erica Beck,2.4085263967615007,Erica Beck,Erica,Beck,2.41,
Toni Dunn,168.3733620198095,Toni Dunn,Toni,Dunn,168.37,True
Eric Dunn,211.89758909785093,Eric Dunn,Eric,Dunn,211.9,True
David Jackson,169.3550529484765,David Jackson,David,Jackson,169.36,True
Melanie Gates,94.66629008484443,Melanie Gates,Melanie,Gates,94.67,
Heather Pierce,17.410619688845152,Heather Pierce,Heather,Pierce,17.41,
Jordan Lewis,153.01461740284606,Jordan Lewis,Jordan,Lewis,153.01,True
Michele Johnson,255.71498005316127,Michele Johnson,Michele,Johnson,255.71,True
Samantha Ryan,249.4925261326123,Samantha Ryan,Samantha,Ryan,249.49,True
Christopher Hudson,201.99975182132732,Christopher Hudson,Christopher,Hudson,202.0,True
Zachary Williams,106.59921636962805,Zachary Williams,Zachary,Williams,106.6,True
Donna Davis,66.72879990563358,Donna Davis,Donna,Davis,66.73,
Jordan Erickson,237.77207484845368,Jordan Erickson,Jordan,Erickson,237.77,True
Christopher Nolan,88.74278260205863,Christopher Nolan,Christopher,Nolan,88.74,
Evelyn Hanna,11.36458786951664,Evelyn Hanna,Evelyn,Hanna,11.36,
Jason Johnson,250.23147017326244,Jason Johnson,Jason,Johnson,250.23,True
Barbara Caldwell,224.71158493620567,Barbara Caldwell,Barbara,Caldwell,224.71,True
Ronald Huff,7.220543463717332,Ronald Huff,Ronald,Huff,7.22,
Holly Norris,216.2305109177544,Holly Norris,Holly,Norris,216.23,True
Derrick Carter,11.83791299212231,Derrick Carter,Derrick,Carter,11.84,
Kenneth Golden,285.85081685801464,Kenneth Golden,Kenneth,Golden,285.85,True
Grace Edwards,70.08655794960943,Grace Edwards,Grace,Edwards,70.09,
Jonathan Rios,57.71259735761633,Jonathan Rios,Jonathan,Rios,57.71,
Mackenzie Miller,265.5941732067287,Mackenzie Miller,Mackenzie,Miller,265.59,True
Tammy Taylor,138.85598565124394,Tammy Taylor,Tammy,Taylor,138.86,True
Reginald King,207.3305605938199,Reginald King,Reginald,King,207.33,True
Matthew Fletcher,130.55916118107768,Matthew Fletcher,Matthew,Fletcher,130.56,True
Elizabeth Jordan,177.7124355174749,Elizabeth Jordan,Elizabeth,Jordan,177.71,True
Sally Santiago,45.119029856503964,Sally Santiago,Sally,Santiago,45.12,
James Johnson,12.89573537802535,James Johnson,James,Johnson,12.9,
Jason Saunders,242.84373861087548,Jason Saunders,Jason,Saunders,242.84,True
Carol Hernandez,4.624370640925467,Carol Hernandez,Carol,Hernandez,4.62,
Kendra Dawson,291.5212704079463,Kendra Dawson,Kendra,Dawson,291.52,True
James Hess DDS,58.426980920539066,James Hess DDS,James,Hess,58.43,
Michael Stokes,25.51886601981377,Michael Stokes,Michael,Stokes,25.52,
Jeffrey Martinez,147.69037912960326,Jeffrey Martinez,Jeffrey,Martinez,147.69,True
Joseph Bell,102.98742822649712,Joseph Bell,Joseph,Bell,102.99,True
Pamela Black,140.71938904528912,Pamela Black,Pamela,Black,140.72,True
Robert Jordan,100.47110113613778,Robert Jordan,Robert,Jordan,100.47,True
Kathy Baker,263.55118987726985,Kathy Baker,Kathy,Baker,263.55,True
Brian Bailey,115.36283162955256,Brian Bailey,Brian,Bailey,115.36,True
Mitchell Clark,190.28579374160572,Mitchell Clark,Mitchell,Clark,190.29,True
Kelly Mcintyre,168.73442688547874,Kelly Mcintyre,Kelly,Mcintyre,168.73,True
Susan Ali,260.58212587920184,Susan Ali,Susan,Ali,260.58,True
Latoya Gonzales,205.04242220781632,Latoya Gonzales,Latoya,Gonzales,205.04,True
Olivia Mayo,251.539316319889,Olivia Mayo,Olivia,Mayo,251.54,True
Thomas Anderson,221.03202138452298,Thomas Anderson,Thomas,Anderson,221.03,True
Todd Jennings,182.39385071230012,Todd Jennings,Todd,Jennings,182.39,True
Paul Dixon,22.257608409298733,Paul Dixon,Paul,Dixon,22.26,
Julie Torres,130.67875588932563,Julie Torres,Julie,Torres,130.68,True
James Miller,202.2296492290249,James Miller,James,Miller,202.23,True
John Howard,80.73869921597671,John Howard,John,Howard,80.74,
Anne Savage,134.0405496881655,Anne Savage,Anne,Savage,134.04,True
Richard Wilson,226.89171341378025,Richard Wilson,Richard,Wilson,226.89,True
Mrs. Amber Esparza,187.57778241442608,Amber Esparza,Amber,Esparza,187.58,True
Todd Armstrong,99.18946135003685,Todd Armstrong,Todd,Armstrong,99.19,
Aaron Richardson,118.45568241597084,Aaron Richardson,Aaron,Richardson,118.46,True
Gregory Pollard,234.13823678421608,Gregory Pollard,Gregory,Pollard,234.14,True
Jon Butler,225.7678306996113,Jon Butler,Jon,Butler,225.77,True
Chelsea Madden,116.62292125423895,Chelsea Madden,Chelsea,Madden,116.62,True
Misty Ramos,234.08371029510874,Misty Ramos,Misty,Ramos,234.08,True
Ryan Murphy,233.787281049746,Ryan Murphy,Ryan,Murphy,233.79,True
Brittany Sandoval,259.1615162765921,Brittany Sandoval,Brittany,Sandoval,259.16,True
Rose Stanton,132.58437240299426,Rose Stanton,Rose,Stanton,132.58,True
Kristen Banks,287.00923925595333,Kristen Banks,Kristen,Banks,287.01,True
Julia Stokes,140.31256621233698,Julia Stokes,Julia,Stokes,140.31,True
Paul Phillips,186.00436502324533,Paul Phillips,Paul,Phillips,186.0,True
Amber Thompson,128.40386518196294,Amber Thompson,Amber,Thompson,128.4,True
Mrs. Valerie Norton,278.473291964056,Valerie Norton,Valerie,Norton,278.47,True
Adam Parker,228.1780448898553,Adam Parker,Adam,Parker,228.18,True
Jennifer Gonzales,201.9577223353297,Jennifer Gonzales,Jennifer,Gonzales,201.96,True
Jacqueline Hernandez,260.0860740173851,Jacqueline Hernandez,Jacqueline,Hernandez,260.09,True
Cory Walker,276.89516612622714,Cory Walker,Cory,Walker,276.9,True
Jennifer Miller,220.52021451384124,Jennifer Miller,Jennifer,Miller,220.52,True
Dawn Bond,270.36049048550393,Dawn Bond,Dawn,Bond,270.36,True
Tara Daniel,247.69265516103917,Tara Daniel,Tara,Daniel,247.69,True
Rebecca Thompson DDS,136.49071518145252,Rebecca Thompson DDS,Rebecca,Thompson,136.49,True
Victor Serrano,260.12170484497557,Victor Serrano,Victor,Serrano,260.12,True
Elizabeth Bell,55.22085800485901,Elizabeth Bell,Elizabeth,Bell,55.22,
Julie Coleman,122.62926728564432,Julie Coleman,Julie,Coleman,122.63,True
Jennifer Brown,8.634621796854812,Jennifer Brown,Jennifer,Brown,8.63,
Jessica Moore,266.6472362546583,Jessica Moore,Jessica,Moore,266.65,True
John Ramirez,160.94015313784897,John Ramirez,John,Ramirez,160.94,True
Becky Hall,271.12217722839864,Becky Hall,Becky,Hall,271.12,True
Christine Smith,295.8039900377232,Christine Smith,Christine,Smith,295.8,True
Christopher Osborne,146.23292338725545,Christopher Osborne,Christopher,Osborne,146.23,True
Jacob Hernandez,7.9995866384977905,Jacob Hernandez,Jacob,Hernandez,8.0,
Jennifer Rogers,128.51339666805433,Jennifer Rogers,Jennifer,Rogers,128.51,True
Tammy Young,19.649487618537346,Tammy Young,Tammy,Young,19.65,
James Lewis,56.048296930301454,James Lewis,James,Lewis,56.05,
Charles Stanley,74.11487319875806,Charles Stanley,Charles,Stanley,74.11,
Christina Garcia,85.95341522492949,Christina Garcia,Christina,Garcia,85.95,
Heather Davis,74.29698857378717,Heather Davis,Heather,Davis,74.3,
Ashley Fuentes,228.8808043512349,Ashley Fuentes,Ashley,Fuentes,228.88,True
Jorge Brown,2.668016258096362,Jorge Brown,Jorge,Brown,2.67,
Sierra Park MD,205.52585988186212,Sierra Park MD,Sierra,Park,205.53,True
Todd Miller,272.99470158623666,Todd Miller,Todd,Miller,272.99,True
Jeffrey Sanchez,71.25953585246125,Jeffrey Sanchez,Jeffrey,Sanchez,71.26,
Crystal Luna,99.98305120088001,Crystal Luna,Crystal,Luna,99.98,
Devin Flores,60.751520927298344,Devin Flores,Devin,Flores,60.75,
Bianca Martin,123.53568538000376,Bianca Martin,Bianca,Martin,123.54,True
Danielle Snyder,26.677380866929536,Danielle Snyder,Danielle,Snyder,26.68,
Edward Carney,265.06902448522567,Edward Carney,Edward,Carney,265.07,True
Joseph Grimes,268.752925861362,Joseph Grimes,Joseph,Grimes,268.75,True
April Fowler,164.80773702815446,April Fowler,April,Fowler,164.81,True
Michelle Mccoy,145.09960835055549,Michelle Mccoy,Michelle,Mccoy,145.1,True
Alicia Stone MD,21.306179609801763,Alicia Stone MD,Alicia,Stone,21.31,
Micheal Lloyd,215.17326238525646,Micheal Lloyd,Micheal,Lloyd,215.17,True
Richard Ortiz,148.916744913034,Richard Ortiz,Richard,Ortiz,148.92,True
Jasmine Reyes,44.61653265448528,Jasmine Reyes,Jasmine,Reyes,44.62,
Tony Smith,114.40259462412024,Tony Smith,Tony,Smith,114.4,True
Mary Melton,198.30583597821942,Mary Melton,Mary,Melton,198.31,True
William Griffin,146.0813867091926,William Griffin,William,Griffin,146.08,True
Scott Vargas,58.25361228345861,Scott Vargas,Scott,Vargas,58.25,
Adam Guerra,13.060346748295135,Adam Guerra,Adam,Guerra,13.06,
Christina Vang,215.29714966961933,Christina Vang,Christina,Vang,215.3,True
Nicole Williams,189.19024665563273,Nicole Williams,Nicole,Williams,189.19,True
Erica Powers,142.7933783563207,Erica Powers,Erica,Powers,142.79,True
Angela Garcia,175.25618354801628,Angela Garcia,Angela,Garcia,175.26,True
Melissa Brown,257.90268456791495,Melissa Brown,Melissa,Brown,257.9,True
John Santiago,55.750515279966876,John Santiago,John,Santiago,55.75,
Donald Nelson,20.747101638163613,Donald Nelson,Donald,Nelson,20.75,
Misty Bell,263.0063734718704,Misty Bell,Misty,Bell,263.01,True
Vanessa Barnes,81.07265035359369,Vanessa Barnes,Vanessa,Barnes,81.07,
Brian Austin,212.64893661935886,Brian Austin,Brian,Austin,212.65,True
Jeffrey King,252.2896877181432,Jeffrey King,Jeffrey,King,252.29,True
Levi Vaughn,142.1224476401632,Levi Vaughn,Levi,Vaughn,142.12,True
Melanie Blake,244.24965184567677,Melanie Blake,Melanie,Blake,244.25,True
Marvin Franklin,219.66976212062735,Marvin Franklin,Marvin,Franklin,219.67,True
Angela Massey,110.59227758143646,Angela Massey,Angela,Massey,110.59,True
Lisa Cole,202.2032765556777,Lisa Cole,Lisa,Cole,202.2,True
George Stark,103.63048443407213,George Stark,George,Stark,103.63,True
Jeffrey Salas,232.9586527571116,Jeffrey Salas,Jeffrey,Salas,232.96,True
Richard Reeves,85.83249893352725,Richard Reeves,Richard,Reeves,85.83,
Heather Maldonado,292.4101672367324,Heather Maldonado,Heather,Maldonado,292.41,True
Shelly Mcdaniel,267.5668047194851,Shelly Mcdaniel,Shelly,Mcdaniel,267.57,True
David Ryan,80.92148227077503,David Ryan,David,Ryan,80.92,
Tyler Trevino,75.70611538172837,Tyler Trevino,Tyler,Trevino,75.71,
Christina Jackson,155.48558236131427,Christina Jackson,Christina,Jackson,155.49,True
